gamma,step_index,certified,failed,failure_reason,residual_inf,krawczyk_contraction,box_radius,re_phi_m,im_phi_m,phi_pref_conv2,full_conv2_exponent,lambda_abs_n_max,gap_to_exact,z_distance_from_previous,jacobian_cond,iterate_used,iterate_converged,matches_exact_tol,z_real,z_imag
-0.10099999999999999,10,True,False,,8.881784197001252e-16,5.769556239317983e-06,1.2560728067796728e-14,0.049747911672346434,3.336212919565526e-16,-0.689609375,-0.6398614633276536,-0.6391999989757535,-0.0006614643519000651,0.036959246221873195,1.58967770544543,False,False,True,"[5.339284901847088, -0.09185157738400183, -5.779200332898227, 0.34385815084878046, -0.09185157738400193, 0.028100245998538685, 0.3438581508487804, -0.021720624513999254]","[2.2116042197189643, 0.41377298979927135, -3.192911961406007e-30, -0.08105287798168788, -0.4137729897992717, -0.01163950299861504, 0.08105287798168767, 9.889211395651918e-18]"
-0.11099999999999999,11,True,False,,5.329070518200751e-15,6.289893967470357e-06,5.3475405003872825e-14,0.05497137988238843,-1.2434842332523205e-16,-0.689609375,-0.6346379951176115,-0.6344007261949988,-0.00023726892261277666,0.03650395721138421,1.6427239401564115,False,False,True,"[5.339284901847098, -0.10074240079898013, -5.779200332898233, 0.36820150223975684, -0.10074240079898013, 0.03234518652609366, 0.3682015022397569, -0.02532776977415851]","[2.2116042197189674, 0.4491776808880839, 1.1094334704257764e-29, -0.09930617885330084, -0.4491776808880839, 0.013397814936595476, 0.09930617885330079, 4.983577480656575e-18]"
-0.12099999999999998,12,True,False,,5.329070518200751e-15,4.67207263024359e-06,5.329075902842673e-14,0.06015387232221092,-1.9812536092649226e-16,-0.689609375,-0.629455502677789,-0.6296628216107636,0.00020731893297454285,0.03609470072780316,1.6933994283118123,False,False,True,"[5.33928490184709, -0.10969756219959044, -5.7792003328982275, 0.3907884769699029, -0.10969756219959091, 0.03665712350122726, 0.3907884769699032, -0.029047665638524074]","[2.211604219718962, 0.48414384317276443, 3.2077050614575574e-30, -0.11818455575900165, -0.48414384317276543, -0.01518387771179385, 0.11818455575900152, 1.567797299000143e-17]"
-0.13099999999999998,13,True,False,,1.1546319456101628e-14,7.627823332551717e-06,1.1957473878916876e-13,0.06528091231562017,-1.3821655511758251e-16,-0.689609375,-0.6243284626843798,-0.6249903449407715,0.0006618822563917437,0.035723405928075776,1.7417887154049252,False,False,True,"[5.339284901847094, -0.11872273613532336, -5.779200332898233, 0.41173490683194697, -0.11872273613532341, 0.04101514356448628, 0.4117349068319477, -0.03285800118599091]","[2.211604219718966, 0.5187083910004425, -3.8797309489629785e-29, -0.1374866454486929, -0.5187083910004424, -0.016989028727089694, 0.13748664544869393, -4.7218168390801644e-17]"
-0.141,14,True,False,,7.993605777301127e-15,7.15724857964185e-06,8.005934828911793e-14,0.07034097292350971,6.705082063635345e-16,-0.689609375,-0.6192684020764903,-0.6203867300026096,0.0011183279261193224,0.03538392633418181,1.7880097590088064,False,False,True,"[5.339284901847086, -0.12782253641244146, -5.779200332898224, 0.43116310984635964, -0.12782253641244157, 0.04540381237259281, 0.43116310984635936, -0.036740914802262756]","[2.2116042197189665, 0.5529021898203946, -1.1339332579323392e-29, -0.15705364389989557, -0.5529021898203946, -0.018806874868171293, 0.1570536438998953, 2.6111666230206533e-17]"
-0.151,15,True,False,,3.552713678800501e-15,5.770074300192337e-06,3.972054321541374e-14,0.07532504105036852,2.2230652451677506e-16,-0.689609375,-0.6142843339496314,-0.6158548484008282,0.001570514451196714,0.0350714766645466,1.8321976003850704,False,False,True,"[5.339284901847092, -0.13700075973193182, -5.7792003328982275, 0.44919422872166465, -0.13700075973193215, 0.04981183143384737, 0.4491942287216649, -0.04068216873296444]","[2.211604219718967, 0.5867513950123833, -1.8119351946406006e-29, -0.1767621526412502, -0.5867513950123839, -0.020632736146542065, 0.17676215264125, 2.7555498536969855e-17]"
-0.161,16,True,False,,5.329070518200751e-15,4.873443426367796e-06,5.402575752634914e-14,0.0802261970084488,-3.056584410226354e-16,-0.689609375,-0.6093831779915512,-0.6113970702915901,0.0020138923000388997,0.04332192721851356,1.8744938602796573,False,False,True,"[5.339284901847094, -0.14626056147878952, -5.7792003328982275, 0.4659437466736619, -0.14626056147878985, 0.054230983418557664, 0.4659437466736619, -0.044670422801000614]","[2.211604219718966, 0.6202784251777747, -6.92202197755156e-29, -0.19651735290681216, -0.6202784251777754, 0.022463208832796965, 0.1965173529068119, 3.766817992724974e-17]"
-0.171,17,True,False,,5.329070518200751e-15,7.665731973895496e-06,5.3290729147209435e-14,0.08503923695815307,-2.851425732704756e-16,-0.689609375,-0.6045701380418469,-0.6070153213492482,0.0024451833074012885,0.046967891913445574,1.9150398550207746,False,False,True,"[5.339284901847094, -0.15560458552484002, -5.779200332898233, 0.4815191602378018, -0.15560458552484036, 0.05865533035921447, 0.48151916023780156, -0.048696630933686064]","[2.211604219718966, 0.6535026862779012, -4.1016584993824894e-21, -0.2162470636259761, -0.653502686277902, -0.02429583334026093, 0.21624706362597593, -3.190845080277107e-17]"
-0.18100000000000002,18,True,False,,3.552713678800501e-15,9.622373561034811e-06,5.024302828110797e-15,0.08976034789260845,5.281214818270138e-16,-0.689609375,-0.5998490271073915,-0.6027111354357229,0.0028621083283313364,0.05061848945109664,1.953972432661855,False,False,True,"[5.339284901847086, -0.16503506200715523, -5.7792003328982275, 0.49601902972331574, -0.16503506200715556, 0.06308061535141221, 0.4960190297233157, -0.052753555655750455]","[2.2116042197189665, 0.686441121282565, -3.1029529919967285e-29, -0.23589682468166134, -0.6864411212825656, 0.02612884640139545, 0.23589682468166184, -5.2576499215126014e-17]"
-0.19100000000000003,19,True,False,,1.6653345369377348e-15,4.530763782806701e-06,1.6930901285524597e-14,0.09438683515935153,1.6243507140233282e-16,-0.689609375,-0.5952225398406484,-0.5984857027557609,0.0032631629151124164,0.054270397184842514,1.9914215869379168,False,False,True,"[5.339284901847089, -0.17455388227581123, -5.7792003328982275, 0.5095328624967536, -0.1745538822758108, 0.06750382056409049, 0.5095328624967529, -0.05683538450357456]","[2.211604219718965, 0.7191086347149437, -9.365230965397976e-21, -0.25542594828861975, -0.7191086347149422, -0.027960997989646186, 0.25542594828861886, 4.746657981364422e-17]"
-0.20100000000000004,20,True,False,,3.552713678800501e-15,7.704512497108334e-06,3.662056739158869e-14,0.09891689787575886,2.0898689956433444e-16,-0.689609375,-0.5906924771242411,-0.5943399134844854,0.0036474363602443383,0.03380418766779442,2.0275093233579304,False,False,True,"[5.339284901847085, -0.18416265722791691, -5.779200332898225, 0.5221414689404376, -0.1841626572279172, 0.07192284220002051, 0.5221414689404377, -0.060937429832600726]","[2.2116042197189643, 0.751518425639896, 7.449647823163877e-30, -0.27480440418014956, -0.7515184256398963, -0.029791416683668467, 0.2748044041801495, 3.67936203190356e-18]"
-0.21100000000000005,21,True,False,,3.552713678800501e-15,9.612716767062025e-06,3.662052905551e-14,0.10334944584677053,3.1674373801447173e-16,-0.689609375,-0.5862599291532294,-0.5902743969959319,0.004014467842702429,0.03359469915986973,2.0623492038510602,False,False,True,"[5.3392849018470905, -0.19386276333113786, -5.779200332898228, 0.5339175625449172, -0.19386276333113808, 0.07633625169965744, 0.5339175625449173, -0.06505589483640588]","[2.211604219718965, 0.783682252421366, -6.958788312898579e-30, -0.29401038839691757, -0.7836822524213661, -0.03161951075472434, 0.2940103883969172, 1.7341514724364456e-17]"
-0.22100000000000006,22,True,False,,3.552713678800501e-15,7.528490601806123e-06,3.552713424805359e-14,0.1076839513720218,3.1032571555968147e-17,-0.689609375,-0.5819254236279782,-0.5862895569145683,0.004364133286590133,0.06521347589443927,2.0960462552177113,False,False,True,"[5.339284901847089, -0.20365537937727957, -5.7792003328982275, 0.5449264641985608, -0.20365537937727932, 0.08074312008535939, 0.5449264641985608, -0.06918769126595853]","[2.211604219718965, 0.8156106458056029, -7.07110475680311e-30, -0.313028436833221, -0.8156106458056019, 0.033444895407675326, 0.31302843683322024, 1.329115416796966e-17]"
-0.23100000000000007,23,True,False,,5.329070518200751e-15,5.102911588577009e-06,5.3290712849756894e-14,0.1119203298340039,-4.677791493449859e-16,-0.689609375,-0.5776890451659961,-0.5823856022686482,0.004696557102652155,0.033208134245892626,2.128697410599301,False,False,True,"[5.33928490184709, -0.21354151615429984, -5.779200332898233, 0.5552268282149113, -0.2135415161543001, 0.08514288841078886, 0.5552268282149128, -0.07333029716926907]","[2.211604219718962, 0.8473130823005971, 4.442929423454801e-28, -0.3318479656924033, -0.8473130823005981, 0.03526733911936788, 0.3318479656924048, -7.823623880007014e-17]"
-0.24100000000000008,24,True,False,,8.326672684688674e-16,6.970475016352702e-06,8.16799102719808e-16,0.11605884374663922,-1.0665612916840805e-17,-0.689609375,-0.5735505312533608,-0.5785625750543021,0.005012043800941335,0.033029061243950775,2.160391877165363,False,False,True,"[5.339284901847084, -0.2235220406378296, -5.7792003328982275, 0.5648713439171965, -0.22352204063782935, 0.08953527188839296, 0.5648713439171973, -0.07748164549762968]","[2.211604219718962, 0.8787981266501024, -2.591653350404699e-29, -0.35046214327826686, -0.8787981266501026, 0.03708672392693488, 0.3504621432782669, 1.7582291548309194e-17]"
-0.25100000000000006,25,True,False,,1.7763568394002505e-15,4.7820170483389175e-06,1.7763564771936365e-14,0.12010002578499179,2.8851629101312743e-16,-0.689609375,-0.5695093492150082,-0.5748203745294714,0.005311025314463258,0.032858346464607724,2.1912117070980286,False,False,True,"[5.339284901847083, -0.23359769589127585, -5.779200332898226, 0.5739073889620054, -0.23359769589127605, 0.09392018867351569, 0.5739073889620054, -0.08164003650921837]","[2.211604219718961, 0.9100735499662126, 9.790630397144089e-30, -0.36886701761566404, -0.9100735499662128, 0.03890301592921004, 0.36886701761566354, 3.4860139660517703e-17]"
-0.26100000000000007,26,True,False,,1.0658141036401503e-14,6.62237363926969e-06,1.0658141789820782e-13,0.12404461710307624,9.623720392400204e-16,-0.689609375,-0.5655647578969237,-0.571158778553821,0.005594020656897292,0.07973950779564659,2.2212323786999884,False,False,True,"[5.3392849018470905, -0.2437691175694773, -5.7792003328982275, 0.5823776240320876, -0.2437691175694773, 0.09829770676337782, 0.5823776240320873, -0.08580406855208164]","[2.2116042197189705, 0.941146428484044, -1.0014654071545746e-27, -0.38706084115484274, -0.941146428484044, -0.04071624329156463, 0.3870608411548426, -2.8831021460732585e-19]"
-0.2710000000000001,27,True,False,,4.440892098500626e-15,8.298799288081841e-06,5.97461586376684e-15,0.12789351793449788,2.265332294325915e-16,-0.689609375,-0.5617158570655021,-0.5675774622785034,0.005861605213001275,0.032539252490399205,2.2505232503290054,False,False,True,"[5.339284901847094, -0.25403684770794294, -5.779200332898233, 0.5903205263685776, -0.254036847707943, 0.10266800426103753, 0.590320526368578, -0.08997258308696632]","[2.211604219718966, 0.9720232267383568, -5.096419094310201e-30, -0.4050435472543939, -0.9720232267383577, -0.04252647978670041, 0.4050435472543944, -2.8829186380745575e-17]"
-0.2810000000000001,28,True,False,,3.552713678800501e-15,5.284776434335518e-06,3.5527143887635925e-14,0.13164774805020862,7.740035913542151e-16,-0.689609375,-0.5579616269497913,-0.564076014471851,0.006114387522059617,0.08696983692463416,2.2791482045782785,False,False,True,"[5.339284901847086, -0.26440134632322887, -5.7792003328982275, 0.5977708639812594, -0.26440134632322854, 0.10703133954547231, 0.5977708639812591, -0.0941446207878614]","[2.2116042197189665, 1.0027098681039313, 4.7660197408489546e-27, -0.4228163436637703, -1.0027098681039295, 0.044333832438694376, 0.42281634366377047, -4.513483201149879e-17]"
-0.2910000000000001,29,True,False,,3.552713678800501e-15,4.792848567918439e-06,3.552713380169401e-14,0.135308415125045,3.226191764359024e-17,-0.689609375,-0.554300959874955,-0.560653951746024,0.006352991871068969,0.032246143457812286,2.3071661229302314,False,False,True,"[5.339284901847089, -0.27486300123369134, -5.779200332898224, 0.6047601146288755, -0.27486300123369134, 0.11138802881914255, 0.6047601146288749, -0.09831938630050627]","[2.211604219718965, 1.0332117950010322, 3.97056834426244e-29, -0.4403813963566382, -1.0332117950010322, 0.046138432222894064, 0.4403813963566372, 1.2406957843304963e-17]"
-0.3010000000000001,30,True,False,,3.552713678800501e-15,5.0335503847480936e-06,3.552713422545949e-14,0.13887668945231535,8.300462808147906e-17,-0.689609375,-0.5507326855476846,-0.5573107309271823,0.006578045379497688,0.09417939130094993,2.334631330387888,False,False,True,"[5.339284901847089, -0.28542213642229064, -5.779200332898224, 0.6113168346518897, -0.28542213642229086, 0.1157384291760134, 0.6113168346518892, -0.1024962198015842]","[2.211604219718965, 1.0635340205833845, -8.279991598810179e-30, -0.45774158329650105, -1.0635340205833852, -0.047940427052462695, 0.45774158329650083, -9.219411322942335e-18]"
-0.3110000000000001,31,True,False,,6.217248937900877e-15,6.038976529912154e-06,6.233095529330267e-14,0.14235378375779262,5.110944537242859e-17,-0.689609375,-0.5472555912422074,-0.5540457597889946,0.0067901685467872674,0.09777697012134869,2.361593932074339,False,False,True,"[5.339284901847092, -0.2960790191965528, -5.7792003328982275, 0.6174669829972171, -0.2960790191965524, 0.12008292581953615, 0.6174669829972169, -0.10667457392748371]","[2.211604219718967, 1.0936811733567167, -1.2506460439810985e-29, -0.474900302470893, -1.093681173356716, 0.04973997648389425, 0.4749003024708934, -6.786262143122704e-17]"
-0.3210000000000001,32,True,False,,5.329070518200751e-15,7.85178606235509e-06,5.329074272683797e-14,0.14574093711411995,2.1718817747698747e-16,-0.689609375,-0.54386843788588,-0.5508584063472248,0.006989968461344809,0.03184727693344144,2.3881004190446258,False,False,True,"[5.33928490184709, -0.3068338663496325, -5.7792003328982275, 0.6232342056235195, -0.3068338663496318, 0.12442192241399952, 0.6232342056235197, -0.11085399496498796]","[2.211604219718962, 1.1236575358910403, 6.092239865318572e-31, -0.4918613221533624, -1.123657535891039, 0.05153724772041153, 0.49186132215336253, -8.11434380379662e-18]"
-0.3310000000000001,33,True,False,,5.329070518200751e-15,6.855619577008957e-06,5.402573172408023e-14,0.14903940215605638,2.432443739682848e-16,-0.689609375,-0.5405699728439436,-0.5477480068921858,0.007178034048242243,0.1049591751281121,2.414193819028325,False,False,True,"[5.339284901847089, -0.31768684948680037, -5.7792003328982275, 0.6286400851142969, -0.31768684948680065, 0.12875583381133227, 0.6286400851142964, -0.1150341074424797]","[2.211604219718965, 1.1534670785682253, 5.187833349776034e-27, -0.5086286641136356, -1.153467078568226, -0.05333241259931, 0.5086286641136353, -1.232400011317467e-17]"
-0.34100000000000014,34,True,False,,1.5543122344752192e-15,6.540528717725336e-06,1.5943919032596273e-14,0.15225043495576518,1.1106746748642835e-16,-0.689609375,-0.5373589400442348,-0.5447138729162105,0.00735493287197575,0.03160442278366516,2.43991406497366,False,False,True,"[5.33928490184709, -0.32863809965065777, -5.779200332898233, 0.6337043598717836, -0.32863809965065777, 0.1330850805854466, 0.6337043598717843, -0.11921460144842708]","[2.211604219718962, 1.1831134891323605, -5.740815121899398e-30, -0.5252065126033885, -1.1831134891323605, -0.05512564532800818, 0.5252065126033897, -7.061768533146912e-17]"
-0.35100000000000015,35,True,False,,3.552713678800501e-15,4.53753455089286e-06,3.552716913898544e-14,0.1553752870439078,3.550474460249005e-16,-0.689609375,-0.5342340879560922,-0.5417552970754346,0.007521209119342398,0.11212621059536147,2.465298302741571,False,False,True,"[5.339284901847086, -0.3396877113539413, -5.779200332898224, 0.63844511678582, -0.3396877113539417, 0.13741008494651205, 0.63844511678582, -0.12339522214829199]","[2.2116042197189665, 1.2126001986726835, 5.4657915449196764e-30, -0.5415991435563013, -1.2126001986726844, 0.056917120791684345, 0.5415991435563005, 5.831352403013985e-17]"
-0.36100000000000015,36,True,False,,1.7763568394002505e-15,4.5308537073407215e-06,1.986028441270916e-14,0.15841519916322555,-3.0022712006242165e-16,-0.689609375,-0.5311941758367744,-0.5388715583087792,0.007677382472004779,0.11570485298636811,2.49038114113027,False,False,True,"[5.339284901847094, -0.3508357461094016, -5.779200332898233, 0.642878960806414, -0.3508357461094018, 0.14173126771167915, 0.6428789608064145, -0.12757576108231783]","[2.211604219718966, 1.2419304045592263, 2.2256729540616047e-29, -0.557810869676659, -1.2419304045592263, -0.058707013298509296, 0.5578108696766606, -1.3055207902747304e-16]"
-0.37100000000000016,37,True,False,,2.6645352591003757e-15,5.070541732179573e-06,2.6645362218568057e-14,0.1613713964217236,-3.07897176723953e-16,-0.689609375,-0.5282379785782764,-0.5360619262223482,0.007823947644071794,0.03126919477918215,2.515194911731167,False,False,True,"[5.3392849018470905, -0.3620822355307074, -5.77920033289823, 0.6470211644162159, -0.3620822355307069, 0.14604904608646704, 0.647021164416216, -0.13175604891286952]","[2.211604219718965, 1.2711070907630242, 1.119808644461099e-30, -0.5738459980410183, -1.271107090763023, -0.06049549566066785, 0.5738459980410185, 1.2901027703360373e-17]"
-0.38100000000000017,38,True,False,,3.1086244689504383e-15,4.23784743027103e-06,3.233018144340073e-14,0.16424508457691167,4.3502924587707836e-16,-0.689609375,-0.5253642904230883,-0.5333256648342867,0.007961374411198374,0.12285402789455133,2.5397697731691466,False,False,True,"[5.339284901847089, -0.37342718406582986, -5.7792003328982275, 0.6508857996081336, -0.3734271840658296, 0.15036383206930853, 0.6508857996081332, -0.13593594935712644]","[2.211604219718965, 1.3001330459216784, -8.802798997854067e-20, -0.5897087975705945, -1.3001330459216787, 0.06228273853349814, 0.5897087975705937, 3.932631137002579e-17]"
-0.3910000000000002,39,True,False,,2.6645352591003757e-15,8.271222601676949e-06,2.9790409578494987e-15,0.1670374472341276,2.406929293655687e-16,-0.689609375,-0.5225719277658724,-0.5306620357634011,0.00809010799752874,0.031062523778198067,2.564134072734823,False,False,True,"[5.339284901847092, -0.3848705714142649, -5.7792003328982275, 0.6544858546262671, -0.38487057141426456, 0.15467603133562496, 0.6544858546262667, -0.14011535409340836]","[2.211604219718967, 1.329010879453036, 3.8839515322290884e-29, -0.605403474299797, -1.329010879453035, 0.06406890995326184, 0.6054034742997977, -7.92706309277718e-17]"
-0.4010000000000002,40,True,False,,4.440892098500626e-15,5.747907459888341e-06,5.420803056985981e-15,0.16974964378321167,2.783450103868278e-16,-0.689609375,-0.5198597312167883,-0.5280703009344627,0.00821056971767442,0.12999455452889064,2.5883143341728547,False,False,True,"[5.339284901847084, -0.3964123546711868, -5.779200332898224, 0.6578333374237942, -0.39641235467118635, 0.1589860424910843, 0.6578333374237941, -0.14429417847070242]","[2.211604219718962, 1.3577430359724398, 1.767353649072653e-26, -0.6209341528072295, -1.3577430359724394, -0.06585417502783202, 0.6209341528072301, -1.140464507808873e-16]"
-0.4110000000000002,41,True,False,,3.1086244689504383e-15,4.262766270710632e-06,3.233018087966935e-14,0.17238280793106453,7.119554424954493e-16,-0.689609375,-0.5172265670689354,-0.5255497248639363,0.008323157795000813,0.030867623645696934,2.61233546361868,False,False,True,"[5.339284901847089, -0.40805247023488767, -5.7792003328982275, 0.6609393675264591, -0.4080524702348867, 0.16329425660895966, 0.6609393675264589, -0.1484723578835437]","[2.211604219718965, 1.386331808230025, 6.170978044509629e-29, -0.6363048625192741, -1.3863318082300224, -0.06763869574506354, 0.6363048625192737, -2.2890436786358938e-17]"
-0.4210000000000002,42,True,False,,3.552713678800501e-15,5.898091366079569e-06,5.024293857993121e-15,0.17493804671435753,-3.748083348612764e-16,-0.689609375,-0.5146713282856424,-0.5230995765817977,0.008428248296155294,0.13712897499582966,2.6362209907714163,False,False,True,"[5.3392849018470825, -0.4197908355082968, -5.779200332898224, 0.6638142577609593, -0.4197908355082968, 0.16760105698584482, 0.6638142577609593, -0.15264984470028456]","[2.211604219718963, 1.414779348752312, -6.324196958427766e-27, -0.6515195278652196, -1.414779348752312, 0.06942263087160297, 0.6515195278652192, -7.067908609545535e-17]"
-0.4310000000000002,43,True,False,,4.440892098500626e-15,1.0372397047069529e-05,5.420810655087879e-15,0.1774164398983057,8.588185211542355e-16,-0.689609375,-0.5121929351016943,-0.5207191312379835,0.008526196136289244,0.14069466811754236,2.659993080592656,False,False,True,"[5.339284901847089, -0.43162735042075945, -5.779200332898224, 0.666467587109717, -0.4316273504207582, 0.17190681906480137, 0.6664675871097168, -0.15682660565340786]","[2.211604219718965, 1.443087680345586, -4.4361210515416644e-26, -0.6665819614738621, -1.4430876803455843, -0.07120613592105864, 0.6665819614738616, 7.193125604824744e-17]"
-0.4410000000000002,44,True,False,,5.329070518200751e-15,6.976534392962478e-06,5.3290699254513734e-14,0.17981903968483914,-4.599243337812805e-17,-0.689609375,-0.5097903353151608,-0.5184076714358259,0.008617336120665064,0.1442597510456465,2.6836726377575046,False,False,True,"[5.339284901847092, -0.4435618987924213, -5.779200332898233, 0.6689082657833015, -0.44356189879242164, 0.17621191048641222, 0.6689082657833012, -0.16100261961706838]","[2.211604219718967, 1.4712587055961628, 2.2885156366166047e-30, -0.6814958597675627, -1.471258705596164, 0.07298936317514576, 0.6814958597675628, -2.95592794353466e-17]"
-0.45100000000000023,45,True,False,,3.552713678800501e-15,8.063763932626256e-06,3.5527160625030476e-14,0.1821468706677405,1.5447574942600437e-16,-0.689609375,-0.5074625043322595,-0.5161644883293386,0.00870198399707911,0.14782451772651384,2.707279576963665,False,False,True,"[5.339284901847089, -0.4555943495604268, -5.779200332898224, 0.6711445934555067, -0.45559434956042616, 0.18051669123707514, 0.6711445934555058, -0.16517787571034603]","[2.211604219718965, 1.499294215484015, -1.9965163453004985e-30, -0.6962648004408736, -1.4992942154840143, -0.07477246174511273, 0.6962648004408757, -2.1872922070695616e-16]"
